time in s,power in W
0,48.0
900,48.0
1800,164.77763494242353
2700,48.0
3600,48.0
4500,48.0
5400,48.0
6300,48.0
7200,164.77763494242353
8100,48.0
9000,48.0
9900,48.0
10800,164.77763494242353
11700,164.77763494242353
12600,48.0
13500,48.0
14400,164.77763494242353
15300,164.77763494242353
16200,48.0
17100,48.0
18000,48.0
18900,164.77763494242353
19800,164.77763494242353
20700,48.0
21600,48.0
22500,48.0
23400,164.77763494242353
24300,48.0
25200,48.0
26100,164.77763494242353
27000,264.77763494242356
27900,249.00841447744605
28800,284.0084144774461
29700,284.0084144774461
30600,424.9206513667017
31500,285.1430164242782
32400,273.1430164242782
33300,2569.0852293908615
34200,2644.186313405859
35100,622.7926786844877
36000,387.6281006603281
36900,3001.5233293763768
37800,2513.3072350785437
38700,2474.6875488956616
39600,2403.6875488956616
40500,2532.465183838085
41400,201.00841447744605
42300,48.0
43200,201.00841447744605
44100,317.7860494198696
45000,2343.6875488956616
45900,4881.323744837171
46800,2231.1977365861
47700,4393.975371528524
48600,166.51860216788435
49500,179.0
50400,2821.8952287160487
51300,315.77763494242356
52200,320.0084144774461
53100,2462.2061510635463
54000,2775.9837860059697
54900,3049.3707290877055
55800,2609.3707290877055
56700,2383.1729925016057
57600,457.8871334348672
58500,1395.448908694955
59400,1553.448908694955
60300,2545.3072350785437
61200,2719.084870020967
62100,2528.2061510635463
63000,2638.2061510635463
63900,320.0084144774461
64800,2602.9837860059697
65700,2436.2061510635463
66600,2424.2061510635463
67500,2459.2061510635463
68400,358.7860494198696
69300,242.00841447744605
70200,89.0
71100,101.13460194683213
72000,252.91223688925567
72900,196.13460194683213
73800,175.13460194683213
74700,303.91223688925567
75600,4528.975371528524
76500,4104.347785339558
77400,2399.1977365861
78300,2600.2061510635463
79200,236.77763494242353
80100,297.0
81000,272.5270166453304
81900,323.0084144774461
82800,367.7860494198696
83700,259.0084144774461
84600,209.00841447744605
85500,367.7860494198696
86400,48.0
87300,96.66463732720246
88200,177.16528448768508
89100,237.16528448768508
90000,48.0
90900,48.0
91800,163.50064716048263
92700,163.50064716048263
93600,48.0
94500,48.0
95400,163.50064716048263
96300,163.50064716048263
97200,48.0
98100,48.0
99000,163.50064716048263
99900,48.0
100800,48.0
101700,48.0
102600,48.0
103500,48.0
104400,163.50064716048263
105300,48.0
106200,48.0
107100,48.0
108000,163.50064716048263
108900,48.0
109800,48.0
110700,48.0
111600,238.01029915469348
112500,291.14759147296945
113400,2034.861626707627
114300,388.14759147296945
115200,398.14759147296945
116100,336.345661827491
117000,379.84630898797366
117900,264.345661827491
118800,264.345661827491
119700,2201.240145336676
120600,439.84630898797366
121500,2211.240145336676
122400,2906.9577856072437
123300,2846.9577856072437
124200,2948.123070094929
125100,2852.622422934446
126000,468.0102991546935
126900,522.5109463151762
127800,593.8463089879737
128700,492.0102991546935
129600,277.66463732720246
130500,214.66463732720246
131400,2264.1652844876853
132300,205.66463732720246
133200,157.66463732720246
134100,157.66463732720246
135000,296.1652844876851
135900,528.3456618274911
136800,493.345661827491
137700,583.8463089879737
138600,1098.8463089879738
139500,1870.0019299638636
140400,3818.0019299638634
141300,605.5109463151762
142200,490.0102991546935
143100,464.345661827491
144000,549.3456618274911
144900,549.3456618274911
145800,746.8463089879737
146700,546.1475914729695
147600,3885.6987498565304
148500,1503.8042663473454
149400,521.6482386334521
150300,366.14759147296945
151200,339.345661827491
152100,319.345661827491
153000,521.5852482367947
153900,460.74023356978626
154800,2298.24665484796
155700,2238.24665484796
156600,1401.0718366098088
157500,1401.0718366098088
158400,174.9145145749502
159300,318.8019296454785
160200,447.96721413316357
161100,285.66463732720246
162000,305.66463732720246
162900,522.6646373272024
163800,4521.197060315146
164700,485.8019296454785
165600,462.8019296454785
166500,404.46656697268094
167400,2973.097743666058
168300,659.0102991546935
169200,542.0102991546935
170100,2870.2781210058633
171000,396.84630898797366
171900,316.345661827491
172800,48.0
173700,48.0
174600,145.63849448409533
175500,48.0
176400,48.0
177300,48.0
178200,145.63849448409533
179100,48.0
180000,48.0
180900,48.0
181800,145.63849448409533
182700,48.0
183600,48.0
184500,48.0
185400,48.0
186300,145.63849448409533
187200,48.0
188100,48.0
189000,48.0
189900,145.63849448409533
190800,48.0
191700,48.0
192600,48.0
193500,145.63849448409533
194400,48.0
195300,48.0
196200,48.0
197100,48.0
198000,171.10504440868812
198900,2099.912403407528
199800,93.46654992459278
200700,48.0
201600,145.63849448409533
202500,48.0
203400,48.0
204300,48.0
205200,145.63849448409533
206100,48.0
207000,48.0
207900,48.0
208800,145.63849448409533
209700,48.0
210600,48.0
211500,48.0
212400,145.63849448409533
213300,48.0
214200,48.0
215100,48.0
216000,159.10504440868812
216900,203.68509074025957
217800,2266.8917474770446
218700,145.63849448409533
219600,145.63849448409533
220500,48.0
221400,48.0
222300,48.0
223200,145.63849448409533
224100,48.0
225000,48.0
225900,48.0
226800,145.63849448409533
227700,48.0
228600,48.0
229500,48.0
230400,145.63849448409533
231300,48.0
232200,224.68509074025957
233100,203.68509074025957
234000,356.8570352997621
234900,250.21854081566678
235800,263.68509074025957
236700,323.68509074025957
237600,2476.323585224355
238500,5150.843878832327
239400,3214.3773289077353
240300,3094.3773289077353
241200,3252.0158233918305
242100,443.21854081566676
243000,3014.3773289077353
243900,3005.3773289077353
244800,3005.3773289077353
245700,3185.482373316423
246600,2439.6850907402595
247500,375.68509074025957
248400,173.46654992459278
249300,357.6384944840953
250200,2243.206656736785
251100,539.2185408156668
252000,362.21854081566676
252900,3023.0158233918305
253800,2793.3773289077353
254700,2931.919848175969
255600,3189.5583426600647
256500,3019.5444258230555
257400,2929.9059313389603
258300,2978.9059313389603
259200,48.0
260100,2299.0317299783137
261000,48.0
261900,48.0
262800,48.0
263700,163.57740546149927
264600,48.0
265500,48.0
266400,48.0
267300,163.57740546149927
268200,48.0
269100,48.0
270000,163.57740546149927
270900,163.57740546149927
271800,48.0
272700,48.0
273600,163.57740546149927
274500,48.0
275400,48.0
276300,48.0
277200,48.0
278100,163.57740546149927
279000,48.0
279900,48.0
280800,48.0
281700,2360.5774054614994
282600,2359.0764700594004
283500,296.07647005940055
284400,326.07647005940055
285300,534.509980658005
286200,433.9325751965057
287100,513.9325751965057
288000,493.9325751965057
288900,765.6538755208999
289800,48.0
290700,48.0
291600,48.0
292500,163.57740546149927
293400,48.0
294300,48.0
295200,48.0
296100,163.57740546149927
297000,48.0
297900,48.0
298800,48.0
299700,163.57740546149927
300600,48.0
301500,48.0
302400,163.57740546149927
303300,163.57740546149927
304200,48.0
305100,48.0
306000,163.57740546149927
306900,48.0
307800,48.0
308700,48.0
309600,48.0
310500,347.6538755208999
311400,232.07647005940058
312300,272.07647005940055
313200,232.07647005940058
314100,347.6538755208999
315000,232.07647005940058
315900,292.07647005940055
316800,332.07647005940055
317700,507.6538755208999
318600,2563.8258228695345
319500,2534.8258228695345
320400,611.8258228695346
321300,483.3267582716333
322200,284.85610513710515
323100,296.85610513710515
324000,400.43351059860447
324900,574.509980658005
325800,344.07647005940055
326700,274.07647005940055
327600,1869.0298980844136
328500,3819.6281603535217
329400,2516.001490600142
330300,533.0014906001419
331200,517.722790924536
332100,500.14538546303675
333000,598.9697177324294
333900,578.9697177324294
334800,654.5471231939287
335700,297.0
336600,299.8258228695346
337500,299.8258228695346
338400,415.40322833103386
339300,299.8258228695346
340200,486.96971773242944
341100,439.6538755208999
342000,427.6538755208999
342900,212.07647005940058
343800,200.85610513710515
344700,163.57740546149927
345600,48.0
346500,48.0
347400,48.0
348300,48.0
349200,151.8137202287469
350100,151.8137202287469
351000,48.0
351900,48.0
352800,151.8137202287469
353700,151.8137202287469
354600,48.0
355500,48.0
356400,151.8137202287469
357300,48.0
358200,48.0
359100,48.0
360000,151.8137202287469
360900,48.0
361800,48.0
362700,48.0
363600,48.0
364500,151.8137202287469
365400,151.8137202287469
366300,48.0
367200,2968.6098717167233
368100,3033.694862769632
369000,3093.694862769632
369900,4223.822687888082
370800,48.0
371700,1161.399095942612
372600,2250.0849910529087
373500,493.0556334295645
374400,354.24191320081763
375300,120.0
376200,120.0
377100,223.8137202287469
378000,120.0
378900,120.0
379800,151.8137202287469
380700,48.0
381600,48.0
382500,48.0
383400,48.0
384300,151.8137202287469
385200,198.24191320081763
386100,248.24191320081763
387000,305.1569221479089
387900,320.24191320081763
388800,556.0556334295645
389700,2265.2419132008176
390600,3214.851784917541
391500,5486.078183341971
392400,3236.7667938646323
393300,3287.7667938646323
