time in s,power in W
0,400.0
900,400.0
1800,597.8251962213437
2700,597.8251962213437
3600,400.0
4500,512.8645632452733
5400,825.004825197029
6300,400.0
7200,811.3090796359324
8100,918.3554009248771
9000,785.5032745965337
9900,900.3458922925665
10800,705.7905193865521
11700,513.8985209017333
12600,1083.5936460602743
13500,768.5003383366999
14400,829.7625183809048
15300,400.0
16200,597.8251962213437
17100,757.2451994004124
18000,512.8645632452733
18900,925.6241453663442
19800,555.0164549221113
20700,587.2492610811394
21600,696.1647814881024
22500,1276.9530995931266
23400,1538.9002268025204
24300,5207.42192687039
25200,2608.7157413982923
26100,4438.436972500958
27000,3896.9073886414703
27900,8025.886135956771
28800,2178.338654884714
29700,5129.491867140284
30600,1114.6163942504882
31500,1292.7562262598715
32400,1609.0580016417484
33300,1553.7646413561656
34200,1976.4718222974716
35100,2612.9548745670727
36000,2254.419074281169
36900,1870.5174135349139
37800,5672.929286299655
38700,1855.9205110508804
39600,1769.0219842570193
40500,10151.206580213717
41400,5080.35397946013
42300,1953.2299261957214
43200,4769.060551708819
44100,4056.0092208760116
45000,4177.939412860722
45900,6678.334312324234
46800,3890.7274812754604
47700,3458.029292050395
48600,3546.862707529895
49500,3352.691500150489
50400,1369.7652851411526
51300,2248.888445673103
52200,1662.0419127402372
53100,1621.8389048464746
54000,5926.046498370271
54900,3885.733324091143
55800,1624.3942246915435
56700,4252.553768637668
57600,3849.90277656331
58500,4415.8626228969115
59400,6316.432550330997
60300,12510.259958937393
61200,4699.768462374183
62100,8233.359581503279
63000,4169.3859295099755
63900,5694.232215504991
64800,5216.260018108161
65700,4796.769823389596
66600,4363.809314917565
67500,6988.556638431921
68400,2284.9250040983507
69300,4940.2352578349055
70200,5119.283068523368
71100,7769.987023499514
72000,12517.727233747826
72900,14768.461619614729
73800,5202.478545502816
74700,4592.043975685815
75600,6208.155225230456
76500,4421.3969662804775
77400,6342.753527889359
78300,6692.914658733608
79200,5119.353330090248
80100,4790.851799288537
81000,4791.090337091685
81900,4331.2300169747705
82800,3988.5839124032545
83700,1222.4140549573249
84600,1395.0161181035091
85500,786.2417410500225
86400,500.0
87300,400.0
88200,400.0
89100,400.0
90000,3420.96018143584
90900,888.1317799136016
91800,1197.3124106562702
92700,400.0
93600,601.0133914379923
94500,966.5439651263762
95400,790.3613700494645
96300,758.4087820527991
97200,950.8893546695849
98100,783.7791082441429
99000,604.064038238437
99900,580.4338557456739
100800,1125.14119119618
101700,693.195703571278
102600,860.3059499967201
103500,747.306075340061
104400,400.0
105300,799.0310818154776
106200,509.9275143037907
107100,893.2203558061444
108000,801.5243104146477
108900,932.9447747223294
109800,1866.7878215717512
110700,1815.689104056709
111600,1121.1988418602432
112500,3262.8810825717387
113400,7584.137887819686
114300,8408.708990742969
115200,1158.1365239346464
116100,1469.037760729233
117000,2933.0
117900,1167.333852109539
118800,1953.1764174082812
119700,1670.1784542422552
120600,1440.6478805538713
121500,1145.4976692401895
122400,1368.9660834665674
123300,5041.7100228010995
124200,2165.4755590829827
125100,684.5701549363987
126000,933.5276501861211
126900,3051.9662325859863
127800,3278.0698000976736
128700,1319.516253401051
129600,2666.2488551691663
130500,5089.654271779645
131400,5124.47195964636
132300,6986.029822668383
133200,3620.2311883954026
134100,1705.7206680405668
135000,4060.412229578037
135900,2307.31903521212
136800,1820.5971808894749
137700,1314.533113419783
138600,3321.1111828818184
139500,1132.1806385359855
140400,3501.9870628778935
141300,1690.537822908009
142200,2073.8144938570845
143100,5520.67429840494
144000,1829.6603098505996
144900,7140.217717356243
145800,3884.1544694063823
146700,7249.025446596683
147600,6121.164520589045
148500,8320.279120086827
149400,4489.643946437984
150300,2551.132993556228
151200,3143.149441973003
152100,7985.249253396163
153000,10097.775579086325
153900,7755.088961953288
154800,9444.42695535766
155700,2975.0829803849215
