time in s,power in W
0,57.0
900,57.0
1800,57.0
2700,162.23814369603457
3600,57.0
4500,57.0
5400,57.0
6300,162.23814369603457
7200,57.0
8100,57.0
9000,162.23814369603457
9900,57.0
10800,57.0
11700,57.0
12600,162.23814369603457
13500,57.0
14400,57.0
15300,57.0
16200,57.0
17100,162.23814369603457
18000,57.0
18900,57.0
19800,57.0
20700,162.23814369603457
21600,57.0
22500,57.0
23400,66.0
24300,57.0
25200,71.18216186801862
26100,211.4203055640532
27000,311.4203055640532
27900,267.2776164227239
28800,57.0
29700,162.23814369603457
30600,162.23814369603457
31500,57.0
32400,57.0
33300,57.0
34200,162.23814369603457
35100,57.0
36000,57.0
36900,57.0
37800,3027.194865058371
38700,3144.433008754406
39600,3039.194865058371
40500,2993.3770269263896
41400,1186.0123759861374
42300,1107.0123759861374
43200,297.5157601187585
44100,198.09545455470533
45000,57.0
45900,57.0
46800,57.0
47700,57.0
48600,57.0
49500,57.0
50400,57.0
51300,187.09545455470533
52200,227.09545455470533
53100,187.09545455470533
54000,312.3335982507399
54900,207.09545455470533
55800,187.09545455470533
56700,292.3335982507399
57600,57.0
58500,57.0
59400,57.0
60300,162.23814369603457
61200,57.0
62100,57.0
63000,57.0
63900,57.0
64800,162.23814369603457
65700,57.0
66600,57.0
67500,57.0
68400,162.23814369603457
69300,57.0
70200,178.09545455470533
71100,190.09545455470533
72000,295.3335982507399
72900,2233.095454554705
73800,2233.095454554705
74700,1010.7347595634134
75600,1030.7347595634133
76500,294.23814369603457
77400,129.0
78300,129.0
79200,306.0
80100,729.2381436960345
81000,57.0
81900,57.0
82800,57.0
83700,57.0
84600,57.0
85500,57.0
86400,57.0
87300,57.0
88200,57.0
89100,57.0
90000,176.4970636775545
90900,57.0
91800,57.0
92700,57.0
93600,176.4970636775545
94500,57.0
95400,57.0
96300,57.0
97200,176.4970636775545
98100,176.4970636775545
99000,57.0
99900,57.0
100800,176.4970636775545
101700,176.4970636775545
102600,57.0
103500,57.0
104400,57.0
105300,57.0
106200,57.0
107100,57.0
108000,57.0
108900,57.0
109800,176.4970636775545
110700,57.0
111600,57.0
112500,57.0
113400,57.0
114300,57.0
115200,176.4970636775545
116100,176.4970636775545
117000,57.0
117900,57.0
118800,57.0
119700,176.4970636775545
120600,176.4970636775545
121500,57.0
122400,57.0
123300,57.0
124200,176.4970636775545
125100,57.0
126000,57.0
126900,196.94928953594177
127800,346.9492895359418
128700,416.4463532134963
129600,296.9492895359418
130500,296.9492895359418
131400,378.9492895359418
132300,378.9492895359418
133200,378.9492895359418
134100,490.4463532134963
135000,384.88984227323573
135900,360.88984227323573
136800,389.88984227323573
137700,492.38690595079026
138600,1454.384087021556
139500,1454.384087021556
140400,328.9492895359418
141300,369.4463532134963
142200,437.4463532134963
143100,412.9492895359418
144000,2251.9492895359417
144900,129.0
145800,2762.7082686467866
146700,2759.7082686467866
147600,2954.2053323243413
148500,2962.7082686467866
149400,352.0
150300,1351.526763412406
151200,1714.526763412406
152100,465.43761641484843
153000,262.94055273729396
153900,101.0
154800,1064.586210675112
155700,1116.586210675112
156600,208.0
157500,429.43761641484843
158400,541.8898422732357
159300,521.8898422732357
160200,2624.8662899865
161100,2710.4228009267604
162000,399.9492895359418
162900,2929.6575581827283
163800,2722.6575581827283
164700,2784.5981109200225
165600,4899.095174597576
166500,406.88984227323573
167400,394.88984227323573
168300,520.4463532134963
169200,129.0
170100,129.0
171000,129.0
171900,129.0
172800,57.0
173700,57.0
174600,57.0
175500,178.71101245987677
176400,57.0
177300,57.0
178200,178.71101245987677
179100,178.71101245987677
180000,57.0
180900,57.0
181800,178.71101245987677
182700,57.0
183600,57.0
184500,57.0
185400,57.0
186300,178.71101245987677
187200,178.71101245987677
188100,57.0
189000,57.0
189900,178.71101245987677
190800,57.0
191700,57.0
192600,57.0
193500,178.71101245987677
194400,57.0
195300,57.0
196200,117.0
197100,2822.4206312686847
198000,3071.1316437285614
198900,4861.40732411289
199800,2794.4206312686847
200700,129.0
201600,149.98669284420572
202500,617.8032052336035
203400,129.0
204300,140.98669284420572
205200,201.0
206100,285.71101245987677
207000,138.0
207900,129.0
208800,117.0
209700,252.0
210600,57.0
211500,178.71101245987677
212400,57.0
213300,57.0
214200,178.71101245987677
215100,57.0
216000,57.0
216900,2722.4206312686847
217800,3130.605088561523
218700,3068.8940761016465
219600,2973.8940761016465
220500,248.47344483296186
221400,2747.3110222258115
222300,2720.600009765935
223200,57.0
224100,57.0
225000,178.71101245987677
225900,57.0
226800,57.0
227700,57.0
228600,178.71101245987677
229500,236.48675198875614
230400,236.48675198875614
231300,236.48675198875614
232200,390.19776444863294
233100,380.48675198875617
234000,2338.486751988756
234900,427.47344483296183
235800,561.1844572928387
236700,2816.5867026101405
237600,2844.5867026101405
238500,403.48675198875617
239400,702.1977644486329
240300,455.48675198875617
241200,962.4734448329618
242100,175.98669284420572
243000,2919.4073241128904
243900,4924.40732411289
244800,4994.131643728561
245700,2909.4206312686847
246600,2906.4206312686847
247500,3077.907383257441
248400,3301.151738626685
249300,3175.4407261668084
250200,570.0200948981237
251100,515.0200948981237
252000,498.19776444863294
252900,403.47344483296183
253800,363.47344483296183
254700,57.0
255600,57.0
256500,178.71101245987677
257400,57.0
258300,57.0
259200,57.0
260100,57.0
261000,57.0
261900,57.0
262800,57.0
263700,57.0
264600,188.88001726544272
265500,188.88001726544272
266400,57.0
267300,57.0
268200,57.0
269100,57.0
270000,188.88001726544272
270900,188.88001726544272
271800,57.0
272700,57.0
273600,188.88001726544272
274500,188.88001726544272
275400,57.0
276300,57.0
277200,57.0
278100,188.88001726544272
279000,57.0
279900,57.0
